country,article_name,revision_id,article_quality,population
Kenya,Richard Momoima Onyonka,836922940,Stub,51.0
Kenya,Winnie Kaburu,837429870,Stub,51.0
Kenya,Robert Onsare Monda,837502468,Stub,51.0
Kenya,Pio Gama Pinto,837729965,C,51.0
Kenya,Wilfred Machage,837782597,Stub,51.0
Kenya,Chris Okemo,838999620,Stub,51.0
Kenya,Sheaffer Okore,839209447,Stub,51.0
Kenya,Wambui Otieno,839375232,B,51.0
Kenya,Abdilatif Abdalla,839446503,Start,51.0
Kenya,Samuel Kivuitu,839579512,Stub,51.0
Kenya,Samuel Poghisio,839588434,Stub,51.0
Kenya,Bonaya Godana,839901872,Stub,51.0
Kenya,Sasura Hussein Tarry,840013048,Stub,51.0
Kenya,Mutula Kilonzo,840025307,C,51.0
Kenya,Julius Kipyegon Kones,841554373,Stub,51.0
Kenya,Mwangi Kiunjuri,841765797,Stub,51.0
Kenya,Simon Lesirma,841893768,Stub,51.0
Kenya,Harry Thuku,842564889,Start,51.0
Kenya,Grace Jelagat Kipchoim,842606816,Stub,51.0
Kenya,Daniel Karaba,842714316,Start,51.0
Kenya,Charity Ngilu,843060100,C,51.0
Kenya,Cleophas Lagat,843684966,Stub,51.0
Kenya,Francis Muthaura,844498698,Start,51.0
Kenya,Peter Njeru Ndwiga,844815002,Stub,51.0
Kenya,Francis Nyenze,845596559,Stub,51.0
Kenya,Ali Roba,845791338,Start,51.0
Kenya,Francis Kimemia,845796546,Stub,51.0
Kenya,Sam Ongeri,846039718,Start,51.0
Kenya,Rehema Jaldesa,846226600,Stub,51.0
Kenya,Robert Ouko (politician),846654356,C,51.0
Kenya,Ferdinand Waititu,846721634,Start,51.0
Kenya,Machel Waikenda,846790945,Start,51.0
Kenya,George Muchai,846847303,Stub,51.0
Kenya,Irungu Kang'ata,846959158,C,51.0
Kenya,Kinuthia Mbugua,846963517,Start,51.0
Kenya,Nicholas Gumbo,846977146,Stub,51.0
Kenya,Robinson Njeru Githae,847117762,Stub,51.0
Kenya,James Beauttah,847301454,Stub,51.0
Kenya,Mohammed Kuti,847661926,Stub,51.0
Kenya,Kenneth Lusaka,847736292,Start,51.0
Kenya,Jamleck Irungu Kamau,847870744,Start,51.0
Kenya,Godana Doyo,847875089,Stub,51.0
Kenya,Thomas Ludindi Mwadeghu,847976406,Stub,51.0
Kenya,Grace Ogot,848767065,C,51.0
Kenya,Esther Passaris,848834208,Start,51.0
Kenya,John Munyes,848841669,Stub,51.0
Kenya,Jonathan Mwangangi Mueke,848849270,Stub,51.0
Kenya,Abdikadir Hussein Mohamed,849089365,Stub,51.0
Kenya,Stanley Munga Githunguri,849463768,Stub,51.0
Kenya,Franklin Linturi,849466353,Stub,51.0
Kenya,Japhet Kareke Mbiuki,849466828,Stub,51.0
Kenya,Aden Sugow,849473121,Stub,51.0
Kenya,Wilfred Moriasi Ombui,849473920,Stub,51.0
Kenya,Simeon Nyachae,849681723,Start,51.0
Kenya,Mohamed Maalim Mohamud,849858205,Start,51.0
Kenya,Victor Munyaka,851596674,Stub,51.0
Kenya,Fred Gumo,852055934,Stub,51.0
Kenya,Edith Vethi Nyenze,852694461,Stub,51.0
Kenya,Charles Rubia,853295454,Stub,51.0
Kenya,Quincy Timberlake,853432968,C,51.0
Kenya,Kabando wa Kabando,853625169,Start,51.0
Kenya,Wesley Korir,853720227,GA,51.0
Kenya,David Musila,853989251,Stub,51.0
Kenya,Ukur Yatani Kanacho,854194962,C,51.0
Kenya,Eric Edward Khasakhala,854196112,C,51.0
Kenya,Chirau Ali Mwakwere,854300071,Start,51.0
Kenya,Koigi wa Wamwere,854504493,C,51.0
Kenya,Mwangi wa Iria,854950789,Stub,51.0
Kenya,Erastus J. O. Mwencha,854963781,Stub,51.0
Kenya,Wycliffe Oparanya,855004393,Start,51.0
Kenya,James Omingo Magara,855085844,Start,51.0
Kenya,Willy Bett,855284111,Stub,51.0
Kenya,Phoebe Asiyo,855494727,Start,51.0
Kenya,Kivutha Kibwana,855600082,Start,51.0
Kenya,John Krop Lonyangapuo,855646163,Start,51.0
Kenya,Issa Timamy,855696857,Start,51.0
Kenya,Katoo Ole Metito,855709057,Start,51.0
Kenya,Grace Onyango,855844061,Start,51.0
Kenya,William Gitau,856149544,Start,51.0
Kenya,Margaret Kenyatta (mayor),856200443,C,51.0
Kenya,John Pesa Dache,856404671,Stub,51.0
Kenya,Phares Oluoch Kanindo,856449189,Start,51.0
Kenya,Hassan Wario,856497809,Stub,51.0
Kenya,James Njiru,856592316,Stub,51.0
Kenya,Julius Lekakeny Sunkuli,856705571,Start,51.0
Kenya,Aden Duale,856758697,Stub,51.0
Kenya,Daniel Waithaka,856760082,Start,51.0
Kenya,Kipsengeret Koros,856800875,Start,51.0
Kenya,Moses Otieno Kajwang,856805973,Start,51.0
Kenya,First Lady of Kenya,857166203,Start,51.0
Kenya,Ali Aden Lord,857460014,Start,51.0
Kenya,Moses Lessonet,857497903,Stub,51.0
Kenya,Moses Kasaine,857569635,Stub,51.0
Kenya,Isaac Ruto,857774257,Start,51.0
Kenya,Ngethe Njoroge,857828910,Stub,51.0
Kenya,Silas Muriuki,857944164,Stub,51.0
Kenya,Maurice S. Makhanu,857956057,Stub,51.0
Kenya,Elijah Mwangale,858084968,Stub,51.0
Kenya,Wangari Maathai,858221454,FA,51.0
Kenya,Oburu Odinga,858423837,Stub,51.0
Kenya,Jackson Kasanga Mulwa,858746822,Stub,51.0
Kenya,Dalmas Otieno,859575085,Stub,51.0
Kenya,Musalia Mudavadi,859927583,C,51.0
Kenya,Beatrice Elachi,859970292,Start,51.0
Kenya,Kenneth Matiba,860021344,C,51.0
Kenya,Cyrus Jirongo,860024116,Start,51.0
Kenya,Eliud Mathu,860084750,Stub,51.0
Kenya,Nerima Wako-Ojiwa,860163462,Start,51.0
Kenya,Farida Karoney,860167189,Start,51.0
Kenya,Martha Karua,860335103,C,51.0
Kenya,Raychelle Omamo,860388887,Stub,51.0
Kenya,Polycarp Igathe,860431681,C,51.0
Kenya,Henry Rotich,860686166,Stub,51.0
Kenya,James Orengo,860716478,C,51.0
Kenya,Kinoti Gatobu,860740573,Start,51.0
Kenya,Yvonne Khamati,860896762,C,51.0
Kenya,Auma Obama,860938562,C,51.0
Kenya,Gitau wa Njenga,860954379,Start,51.0
Kenya,Robert Mbui,861117596,Stub,51.0
Kenya,Pollyins Ochieng Anyango,861126986,Stub,51.0
Kenya,Kennedy Kiliku,861184321,Stub,51.0
Kenya,Margaret Wanjiru,861441964,Stub,51.0
Kenya,John Harun Mwau,861511661,Start,51.0
Kenya,Tom Mboya,861527926,GA,51.0
Kenya,Charles Lugano,861580823,Start,51.0
Kenya,Adan Keynan Wehliye,861774705,Stub,51.0
Kenya,Moses Kuria,861862799,Start,51.0
Kenya,Joshua Irungu,861899734,Start,51.0
Kenya,Reuben Sechele Nyangweso,862021112,C,51.0
Kenya,Kipchumba Murkomen,862488355,Stub,51.0
Kenya,Lee Kinyanjui,862623077,Stub,51.0
Kenya,Godhana Dhadho Gaddae,862627476,Stub,51.0
Kenya,Fahim Yasin Twaha,862628780,Stub,51.0
Kenya,Sospeter Ojaamong,862657693,Start,51.0
Kenya,Salim Mvurya,862667345,Start,51.0
Kenya,Josiah Mwangi Kariuki,862762359,Start,51.0
Kenya,Sicily Kariuki,862908310,Start,51.0
Kenya,Roslyne Akombe,862952967,C,51.0
Kenya,Kipng'eno Arap Ng'eny,863009145,Stub,51.0
Kenya,Alfred Mutua,863133238,Start,51.0
Kenya,Judy Wakhungu,863192121,Start,51.0
Kenya,Joseph Oyugi Magwanga,863266753,Stub,51.0
Kenya,Alfred Sambu,863488614,Stub,51.0
Kenya,Hon Stanley Nyaga Kithung'a,863729358,Stub,51.0
Kenya,Muthomi Njuki,863747175,Start,51.0
Kenya,Ndiritu Muriithi,863820813,Start,51.0
Kenya,Monica Juma,863883559,C,51.0
Kenya,Susan Kihika,864095959,Start,51.0
Kenya,Lawrence Sifuna,864122843,Stub,51.0
Kenya,Hassan Joho,864485803,Start,51.0
Kenya,Naisula Lesuuda,864712449,C,51.0
Kenya,Agnes Awuor,864723868,Stub,51.0
Kenya,Cleopa Kilonzo Mailu,864774548,Start,51.0
Kenya,Peter Anyang' Nyong'o,864894750,Start,51.0
Kenya,Kalonzo Musyoka,864923202,C,51.0
Kenya,Bruce McKenzie,865192822,Start,51.0
Kenya,Elijah Lagat,865595387,Start,51.0
Kenya,Raila Odinga,865717703,B,51.0
Madagascar,Template:Madagascar-politician-stub,439671509,Stub,26.3
Madagascar,Template:Madagascar-mayor-stub,455961992,Stub,26.3
Madagascar,Christian Rémi Richard,710866616,Stub,26.3
Madagascar,Azaly Ben Marofo,712645424,Stub,26.3
Madagascar,Tahiry Mosa,715475421,Stub,26.3
Madagascar,Mamy Ranaivoniarivo,716122985,Stub,26.3
Madagascar,Parson Zazaharivelo Rakotovazaha,726598829,Stub,26.3
Madagascar,Bruno Rajaonson,726598846,Stub,26.3
Madagascar,Rémi (politician),726598895,Stub,26.3
Madagascar,Barijaona Andriambelosoa,726598947,Stub,26.3
Madagascar,Jean-Claude Rakotonirina,726599007,Stub,26.3
Madagascar,Gaston Rakotobezanahary,726599155,Stub,26.3
Madagascar,Abdoul Fatah (Malagasy politician),726599171,Stub,26.3
Madagascar,Barison Claude Andriambololona,726599225,Stub,26.3
Madagascar,Jean Paul Honoré Andrianantenaina,726599241,Stub,26.3
Madagascar,Solofo Andrianjafimahatratra,726599267,Stub,26.3
Madagascar,Jean David Baba,726599328,Stub,26.3
Madagascar,Bemamy Beriziky,726599360,Stub,26.3
Madagascar,Nizar Dramsy,726599431,Stub,26.3
Madagascar,Botomananatsara,726599472,Stub,26.3
Madagascar,Longin Louis Fanantera,726599523,Stub,26.3
Madagascar,Razafitiana Auguste Jaonarison,726599547,Stub,26.3
Madagascar,Félix Ramboahangison,726599565,Stub,26.3
Madagascar,Anique Chantal Kembazanany,726599577,Stub,26.3
Madagascar,Janvier Maharangy,726599651,Stub,26.3
Madagascar,Armand Mahatafa,726599672,Stub,26.3
Madagascar,Clermont Gervais Mahazaka,726599686,Stub,26.3
Madagascar,Norbert Mamangy,726599697,Stub,26.3
Madagascar,Fabergé Gabriel Mamitiana,726599708,Stub,26.3
Madagascar,Bénoît Mamy,726599766,Stub,26.3
Madagascar,Rakoto Joseph Nirina Lamboarivel,726599852,Stub,26.3
Madagascar,Louis Bernard Rakotomanga,726599866,Stub,26.3
Madagascar,Andrianantoandro Raharinaivo,726600077,Stub,26.3
Madagascar,Hery Setaharinaivomanjato Raharisaina,726600128,Stub,26.3
Madagascar,William René Rakoto Mahefarinoro,726600179,Stub,26.3
Madagascar,Joelison Emanoela Rakotoarimanana,726600198,Stub,26.3
Madagascar,Andriantsilavo Frédéric Rakotomalala,726600234,Stub,26.3
Madagascar,François Emile Rakotomalala,726600247,Stub,26.3
Madagascar,Mamisoa Rakotomandimbindraibe,726600263,Stub,26.3
Madagascar,Edmond Rodin Georges Rakotomanjato,726600293,Stub,26.3
Madagascar,Jean Ernest Rakotomiandrisoa,726600325,Stub,26.3
Madagascar,Aimé Rakotondrajaona,726600341,Stub,26.3
Madagascar,Lova Adrien Marie Rakotoniaina,726600370,Stub,26.3
Madagascar,Harijaona Lovanantenaina Rakotonirina,726600400,Stub,26.3
Madagascar,Joe Ernest Rakotonirina,726600432,Stub,26.3
Madagascar,Jean Ernest Rakotonomenjanahary,726600443,Stub,26.3
Madagascar,Hubert Rakotoson,726600449,Stub,26.3
Madagascar,Raymond Rakotozandry,726600463,Stub,26.3
Madagascar,Hajanirina Lanto Ramaherijaona,726600497,Stub,26.3
Madagascar,Benjamin Ramamonjisoa,726600558,Stub,26.3
Madagascar,Tsimisotry Ramanantsoa,726600578,Stub,26.3
Madagascar,Todisaina Raymond Ramarolahy,726600605,Stub,26.3
Madagascar,José Martial Ranaivo,726600673,Stub,26.3
Madagascar,Sylvestre Ranaivo,726600711,Stub,26.3
Madagascar,Andrianavalona Fanomezanjaka Pierrot Ranaivoson,726600725,Stub,26.3
Madagascar,Armand Randrianarison,726608110,Stub,26.3
Madagascar,Michel Randrianekena,726608152,Stub,26.3
Madagascar,Guy Francis Randrianjafy,726608164,Stub,26.3
Madagascar,Henri François Victor Randrianjatovo,726608181,Stub,26.3
Madagascar,Andrianirina Marie Bruno Rakotoarisoa,726608196,Stub,26.3
Madagascar,Elie Odon Fidèle Rasoanaivo,726608246,Stub,26.3
Madagascar,Georges Clément Ratsimbazafiarison,726608313,Stub,26.3
Madagascar,Jean Claude Chan Se,726608415,Stub,26.3
Madagascar,Solofonantenaina Razoarimihaja,726608422,Stub,26.3
Madagascar,Désiré Remahita,726608430,Stub,26.3
Madagascar,André Rostand,726608460,Stub,26.3
Madagascar,Mouhamed Sebany,726608475,Stub,26.3
Madagascar,Bernard Tolia,726608521,Stub,26.3
Madagascar,Jean Adrien Vanovason,726608573,Stub,26.3
Madagascar,Rakotomandimby Stanislas Zafilahy,726608641,Stub,26.3
Madagascar,Gérard Aristote Zaonarivelo,726608666,Stub,26.3
Madagascar,Rémy Vincent Andrianjanaka,726638985,Stub,26.3
Madagascar,Manasé Bezara,726639089,Stub,26.3
Madagascar,Noël Rakotondramboa,726639127,Stub,26.3
Madagascar,Raymond Ramandimbilahatra,726639180,Stub,26.3
Madagascar,Jeannot Fernand,726639364,Stub,26.3
Madagascar,Jean Chrysostome Randimbisoa,726639412,Stub,26.3
Madagascar,René Razafiarison,726639574,Stub,26.3
Madagascar,Berthin Telolahy,726639631,Stub,26.3
Madagascar,Charles Ralazasoa,728358675,Stub,26.3
Madagascar,Boniface Berthin Zakahely,738990082,Stub,26.3
Madagascar,Jean de la Croix Ramambason,738990120,Stub,26.3
Madagascar,Didier Léandre Tsiajotso,738990604,Stub,26.3
Madagascar,Zafimiarina,738990608,Stub,26.3
Madagascar,André Avison Tsitohery,738990614,Stub,26.3
Madagascar,Christian Nestor Velo,738990619,Stub,26.3
Madagascar,Marcel Velonirina,738990625,Stub,26.3
Madagascar,Zafilaza,747783292,Stub,26.3
Madagascar,Jonah Parfait Prezaly,755772491,Stub,26.3
Madagascar,Benja Razafimahaleo,756102067,Stub,26.3
Madagascar,Eric Fadola Razafimandimby,756409055,Stub,26.3
Madagascar,Jean Parfait Laurent Mafilaza,776354413,Stub,26.3
Madagascar,Guy Arvely Dolsin,782128166,Stub,26.3
Madagascar,Christophe Samuel,782234308,Stub,26.3
Madagascar,Guy Randrianarisoa,785787427,Start,26.3
Madagascar,Zina Andrianarivelo-Razafy,788065934,Stub,26.3
Madagascar,Zalifa Bente Salim,789804381,Stub,26.3
Madagascar,Yvonne Bezara,789804528,Stub,26.3
Madagascar,Brigitte Lalanirina,789804568,Stub,26.3
Madagascar,Flore Maltine Ramarozatovo,789804699,Stub,26.3
Madagascar,Francette Razafindrakoto Harifanja,789804799,Stub,26.3
Madagascar,Aurélie Marie Augustine Razafinjato,789804835,Stub,26.3
Madagascar,Blandine Rasoanamary Voizy,789812973,Stub,26.3
Madagascar,Jeanne Razafiangy Dina Fotomanantena,789813009,Stub,26.3
Madagascar,Eliane Rosa Naika,789813126,Stub,26.3
Madagascar,Johanita Ndahimananjara,789813214,Stub,26.3
Madagascar,Raharimampionona,789813259,Stub,26.3
Madagascar,Emiline Rakotobe,789813300,Stub,26.3
Madagascar,Mamy Rakotoarivelo,792968636,Stub,26.3
Madagascar,Jacky Mahafaly Tsiandopy,793216890,Stub,26.3
Madagascar,Manahirana Leriva,795848488,Stub,26.3
Madagascar,Désiré Rakotoarijaona,797510197,Stub,26.3
Madagascar,Jean André Soja,799494098,Stub,26.3
Madagascar,Charlie Rakotoariventiny,799671786,Stub,26.3
Madagascar,Alfred Josoa,800198316,Stub,26.3
Madagascar,Cyriaque Alexandre Rambolazafy,800359037,Stub,26.3
Madagascar,Arinosy Jacques Razafimbelo,801914821,Stub,26.3
Madagascar,Edouard Robert,803314691,Stub,26.3
Madagascar,Justin Rakotoniaina,805360267,Stub,26.3
Madagascar,Emmanuel Rakotovahiny,805364639,Stub,26.3
Madagascar,Gilbert Evenom Ngolo,805630553,Stub,26.3
Madagascar,Harinjatovo Rakotondramanana,807808219,Stub,26.3
Madagascar,Jules Androkae,807941417,Stub,26.3
Madagascar,Florent Parfait Mana,808577147,Stub,26.3
Madagascar,Fidson Mananjara,809159064,Stub,26.3
Madagascar,Célestin Manasoa,809159559,Stub,26.3
Madagascar,Andre Resampa,810420132,Stub,26.3
Madagascar,Maolidy,810490321,Stub,26.3
Madagascar,Césaire Rabenoro,811618057,Stub,26.3
Madagascar,Jean Ralaimongo,811724810,C,26.3
Madagascar,Jean de la Croix Ipirina,811731798,Stub,26.3
Madagascar,Pascal Rakotomavo,812166976,Start,26.3
Madagascar,Ruffine Tsiranana,813014512,Stub,26.3
Madagascar,Daniel Rajakoba,813817497,Start,26.3
Madagascar,Horace Mann Thu-Jaune,813896630,Stub,26.3
Madagascar,Joseph Rakotomazava,814668371,Stub,26.3
Madagascar,Benjamin Rabenorolahy,814825596,Stub,26.3
Madagascar,Francis Tamisy Raharison,815000989,Stub,26.3
Madagascar,Mayor of Antananarivo,815406165,C,26.3
Madagascar,Lazafeno,816044459,Stub,26.3
Madagascar,Arisoa Razafitrimo,818892796,Stub,26.3
Madagascar,Norbert Zafimahova,820589465,Stub,26.3
Madagascar,Ralijaona Laingo,820589487,Stub,26.3
Madagascar,Laurent Botokeky,820589541,Stub,26.3
Madagascar,Maurisson Randrianarivony,821769474,Stub,26.3
Madagascar,Mialy Rajoelina,822584362,Start,26.3
Madagascar,Cécile Manorohanta,825145259,Start,26.3
Madagascar,Rodolphe Gabriel Randriamanantena,825296886,Stub,26.3
Madagascar,Modeste Randriamanantena,825296916,Stub,26.3
Madagascar,Ramilison Randriamampianina,825296934,Stub,26.3
Madagascar,Jules Henri Randriamaholison,825296948,Stub,26.3
Madagascar,Léon Rasalama,825296959,Stub,26.3
Madagascar,Fidelis Justin Rasolonomenjanahary,825297008,Stub,26.3
Madagascar,Georges Ratalata,825297023,Stub,26.3
Madagascar,Félix Randriamandimbisoa,825297045,Stub,26.3
Madagascar,Jonah Justin Pikulas,825297083,Stub,26.3
Madagascar,Olivier Donat Andriamahefaparany,825297178,Stub,26.3
Madagascar,Hassan Aly,825297199,Stub,26.3
Madagascar,Roland Ravatomanga,825297303,Stub,26.3
Madagascar,Elia Ravelomanantsoa,825297347,Stub,26.3
Madagascar,Mamy Tiana Télésphore Gérard Ravelonanosy,825297372,Stub,26.3
Madagascar,Bernard Ravelonjato,825297426,Stub,26.3
Madagascar,Bary Jacobson Hoyme Ratsimbazafy,825297441,Stub,26.3
Madagascar,Lydia Aimée Vololona Rahantasoa,825297473,Stub,26.3
Madagascar,Martin Rafidison,825297496,Stub,26.3
Madagascar,Charles Sylvain Rabotoarison,825297520,Stub,26.3
Madagascar,Tovonanahary Rabetsitonta,825297550,Stub,26.3
Madagascar,Norovelomampionona Roberthine Rabetafika,825297575,Stub,26.3
Madagascar,Lantoniaina Rabenatoandro,825297636,Stub,26.3
Madagascar,Théodore Léonard Randriamanga,825297651,Stub,26.3
Madagascar,Jean Baptiste Randriamaro,825297663,Stub,26.3
Madagascar,Bruno Josvah Randrianantenaina,825297684,Stub,26.3
Madagascar,Olivier Antonny José Randrianantenaina,825297711,Stub,26.3
Madagascar,Jean Ravelonarivo,826305336,Start,26.3
Madagascar,Patrice Rakotoarimanana,830370339,Stub,26.3
Madagascar,Pierre Ramampy,830453823,Stub,26.3
Madagascar,Bernard Koto,830911366,Stub,26.3
Madagascar,Richard Andriamanjato,831309860,Start,26.3
Madagascar,Jocelyn Borida,835949644,Stub,26.3
Madagascar,Roger Kolo,837807514,Start,26.3
Madagascar,Ranavalona II,842607807,B,26.3
Madagascar,Rasoherina,842608047,C,26.3
Madagascar,Lila Ratsifandrihamanana,842608202,C,26.3
Madagascar,Richard Ratsimandrava,844740670,Start,26.3
Madagascar,Olivier Mahafaly Solonandrasana,845419898,Stub,26.3
Madagascar,Jean Louis Robinson,846787733,Stub,26.3
Madagascar,Albert Camille Vital,846957869,Start,26.3
Madagascar,Gilbert Annette,849804423,Stub,26.3
Madagascar,Jonah Ranaivo,850218268,Stub,26.3
Madagascar,Mahasumpo Raveloson,850219023,Stub,26.3
Madagascar,Saraha Georget Rabeharisoa,850548858,Start,26.3
Madagascar,Monja Jaona,850589855,C,26.3
Madagascar,Victor Ramahatra,851599377,Stub,26.3
Madagascar,Bakolalao Ramanandraibe Ranaivoharivony,853114461,Stub,26.3
Madagascar,Lalao Ravalomanana,853479403,Start,26.3
Madagascar,Thérèse Zafy,853538486,Stub,26.3
Madagascar,Marcelle Larguier,853556780,Stub,26.3
Madagascar,Justine Tsiranana,853557474,Stub,26.3
Madagascar,Céline Ratsiraka,853759970,Start,26.3
Madagascar,Michel Randria,854465675,Start,26.3
Madagascar,Francisque Ravony,855162781,Stub,26.3
Madagascar,Lucien Xavier Michel-Andrianarahinjaka,855415004,C,26.3
Madagascar,First Lady of Madagascar,855663909,B,26.3
Madagascar,Gabriel Ramanantsoa,856670343,Stub,26.3
Madagascar,Roseline Emma Rasolovoahangy,856787960,Start,26.3
Madagascar,Ranavalona I,856999983,FA,26.3
Madagascar,Lininy,858170598,Stub,26.3
Madagascar,Mampihao,858186364,Stub,26.3
Madagascar,Rasoanaivo,858186482,Stub,26.3
Madagascar,Augustin Andriamananoro,858283856,C,26.3
Madagascar,Honoré N. Razafindramiandra,859104149,C,26.3
Madagascar,Voahangy Rajaonarimampianina,859136151,Start,26.3
Madagascar,Hyppolite Ramaroson,860459512,C,26.3
Madagascar,Jacques Rabemananjara,860882426,C,26.3
Madagascar,Marcel Ranjeva,861454248,Stub,26.3
Madagascar,Ralava Beboarimisa,862094235,Stub,26.3
Madagascar,Albert Sylla,863032290,C,26.3
Madagascar,André Baozandrivelo,864614521,Stub,26.3
Madagascar,List of Presidents of Madagascar,865452244,C,26.3
Madagascar,Prime Minister of Madagascar,865457014,C,26.3
Madagascar,Ranavalona III,865462695,FA,26.3
Malawi,Raspicious Dzanjalimodzi,532253442,Stub,19.1
Malawi,Kingsely Namakhwa,720536721,Stub,19.1
Malawi,Joe Manduwa,720537726,Start,19.1
Malawi,Richard Msowoya,729581132,Stub,19.1
Malawi,Charles Kalemba,753687726,Stub,19.1
Malawi,Harry Thomson (politician),762227208,Start,19.1
Malawi,Kamangadazi Chambalo,790006196,Stub,19.1
Malawi,Steven Kamwendo,790006256,Stub,19.1
Malawi,Chimango Mughogho,790006312,Stub,19.1
Malawi,Cornelius Mwalwanda,790006352,Start,19.1
Malawi,Fraser Nihorya,790006358,Stub,19.1
Malawi,McJones Shaba,790006393,Stub,19.1
Malawi,Attati Mpakati,790085231,Stub,19.1
Malawi,Catherine Chipembere,793349539,Start,19.1
Malawi,Aaron Gadama,795957500,Stub,19.1
Malawi,Levi Zililo Mumba,798628050,GA,19.1
Malawi,First Ladies and Gentlemen of Malawi,803254529,Stub,19.1
Malawi,Nicholas Dausi,807257937,Stub,19.1
Malawi,Grain Malunga,807826780,Stub,19.1
Malawi,John Bande,812306953,Stub,19.1
Malawi,Henry Dama Phoya,817698321,Stub,19.1
Malawi,Maxwell Mkwezalamba,819122148,Start,19.1
Malawi,Ibrahim Matola,819575976,Start,19.1
Malawi,Anita Kalinde,820963590,Start,19.1
Malawi,Emmie Chanika,821449657,Start,19.1
Malawi,Mary Shawa,824286724,Stub,19.1
Malawi,Nancy Tembo,826138735,Stub,19.1
Malawi,Wictor Sajeni,829770519,Stub,19.1
Malawi,Rose Chibambo,838152823,GA,19.1
Malawi,Reen Kachere,839430005,Stub,19.1
Malawi,Angela Zachepa,842608940,Stub,19.1
Malawi,Ken Lipenga,842615357,Start,19.1
Malawi,Rafiq Hajat,846675411,Start,19.1
Malawi,Atupele Muluzi,846694464,C,19.1
Malawi,Orton Chirwa,847981559,C,19.1
Malawi,Aleke Banda,848099948,Start,19.1
Malawi,Twaibu Sangala,851228080,Stub,19.1
Malawi,Vera Chirwa,851457862,C,19.1
Malawi,Annie Chidzira Muluzi,851878843,Start,19.1
Malawi,Patricia Shanil Muluzi,851879380,Start,19.1
Malawi,Albert Muwalo,856561037,B,19.1
Malawi,Kondwani Nakhumwa,857508209,Stub,19.1
Malawi,James John Skinner,858554039,C,19.1
Malawi,Cecilia Kadzamira,859072768,C,19.1
Malawi,Agnes Penemulungu,862470421,Stub,19.1
Malawi,Peter Mutharika,864875014,C,19.1
Malawi,Dick Matenje,865540584,Start,19.1
Malawi,Cecilia Chazama,865699953,Stub,19.1
Malawi,Joyce Banda,865915750,GA,19.1
Malawi,Grace Chiumia,865960149,Start,19.1
Mauritius,Anil Bachoo,761836081,Stub,1.3
Mauritius,Gaëtan Jabeemissar,790008058,Stub,1.3
Mauritius,Muhammad Uteem,790008104,Stub,1.3
Mauritius,Radha Poonoosamy,809604188,Start,1.3
Mauritius,Jean-Claude Pierre-Louis,820258493,Stub,1.3
Mauritius,List of Prime Ministers of Mauritius,822134400,Start,1.3
Mauritius,Nita Deerpalsing,826639857,Stub,1.3
Mauritius,Nando Bodha,828394659,Start,1.3
Mauritius,Alan Ganoo,830022739,Stub,1.3
Mauritius,Razack Peeroo,830022740,Stub,1.3
Mauritius,Angidi Chettiar,830023450,Start,1.3
Mauritius,Jagdish Koonjul,830591662,Stub,1.3
Mauritius,Adrien d'Épinay,832368794,Start,1.3
Mauritius,Moilin Jean Ah-Chuen,835770363,Stub,1.3
Mauritius,Sangeet Fowdar,839806734,C,1.3
Mauritius,Chief Commissioner of Rodrigues,841483342,Start,1.3
Mauritius,Anil Gayan,852879597,Start,1.3
Mauritius,Paul Bérenger,852879677,C,1.3
Mauritius,Dev Virahsawmy,856479981,C,1.3
Mauritius,Pritam Singh Mattan,857904628,Stub,1.3
Mauritius,Johnson Roussety,859149218,Stub,1.3
Mauritius,Kailash Purryag,860332712,C,1.3
Mauritius,Eddy J. Changkye,860943091,C,1.3
Mauritius,Louis Joseph Coralie,860995912,Stub,1.3
Mauritius,Monique Ohsan Bellepeau,861081374,Start,1.3
Mauritius,Cassam Uteem,862678184,Start,1.3
Mauritius,Prime Minister of Mauritius,863749712,C,1.3
Mozambique,Filipe Samuel Magaia,710489311,Start,30.5
Mozambique,Murade Isaac Murargy,758336873,Stub,30.5
Mozambique,Tomaz Salomão,790010254,Stub,30.5
Mozambique,Carlos Cardoso (journalist),793176334,Start,30.5
Mozambique,Helder Francisco Malauene,808187383,Stub,30.5
Mozambique,Oldemiro Julio Marques Baloi,815371405,Stub,30.5
Mozambique,Ivone Soares,817595330,Start,30.5
Mozambique,Maria Angelina Dique Enoque,818793815,Stub,30.5
Mozambique,Isabel Nkavadeka,818793898,Stub,30.5
Mozambique,Basilio Muhate,819969633,Stub,30.5
Mozambique,Uria Simango,835383150,C,30.5
Mozambique,Isabel Casimiro,835899030,Start,30.5
Mozambique,Paulo José Gumane,837518501,B,30.5
Mozambique,Leda Hugo,846707933,Start,30.5
Mozambique,Josina Machel,850799631,B,30.5
Mozambique,Verónica Macamo,853715325,Stub,30.5
Mozambique,Eduardo Mondlane,864114362,C,30.5
Mozambique,Afonso Dhlakama,864660141,C,30.5
Rwanda,André Kagwa Rwisereka,751918259,Start,12.6
Rwanda,Thomas Nahimana,801458062,Start,12.6
Rwanda,Anne-Marie Kantengwa,816429884,Stub,12.6
Rwanda,Bernard Ntaganda,817551955,Stub,12.6
Rwanda,Froduald Karamira,819886757,Start,12.6
Rwanda,Béatrice Nirere,820960207,Start,12.6
Rwanda,Tharcisse Renzaho,835250839,Start,12.6
Rwanda,Marie-Solange Kayisire,837418613,Stub,12.6
Rwanda,Protais Zigiranyirazo,840783782,Start,12.6
